Designator,Mid X,Mid Y,Rotation,Layer
TP1_9,158.0,-85.6,0.0,top
TP1_8,129.5,-85.6,0.0,top
TP1_7,186.5,-73.1,0.0,top
TP1_6,158.0,-73.1,0.0,top
TP1_5,129.5,-73.1,0.0,top
TP1_4,186.5,-60.6,0.0,top
TP1_3,158.0,-60.6,0.0,top
TP1_2,129.5,-60.6,0.0,top
TP1,186.5,-148.1,0.0,top
TP2_24,158.0,-145.1,0.0,top
TP2_23,129.5,-145.1,0.0,top
TP2_22,186.5,-132.6,0.0,top
TP2_21,158.0,-132.6,0.0,top
TP2_20,129.5,-132.6,0.0,top
TP2_19,186.5,-120.1,0.0,top
TP2_18,158.0,-120.1,0.0,top
TP2_17,129.5,-120.1,0.0,top
TP2_16,186.5,-107.6,0.0,top
TP2_15,158.0,-107.6,0.0,top
TP2_14,129.5,-107.6,0.0,top
TP2_13,186.5,-95.1,0.0,top
TP2_12,158.0,-95.1,0.0,top
TP2_11,129.5,-95.1,0.0,top
TP2_10,186.5,-82.6,0.0,top
TP2_9,158.0,-82.6,0.0,top
TP2_8,129.5,-82.6,0.0,top
TP2_7,186.5,-70.1,0.0,top
TP2_6,158.0,-70.1,0.0,top
TP2_5,129.5,-70.1,0.0,top
TP2_4,186.5,-57.6,0.0,top
TP2_3,158.0,-57.6,0.0,top
TP2_2,129.5,-57.6,0.0,top
TP2,186.5,-145.1,0.0,top
TP3_24,158.0,-142.1,0.0,top
TP3_23,129.5,-142.1,0.0,top
TP3_22,186.5,-129.6,0.0,top
TP3_21,158.0,-129.6,0.0,top
TP3_20,129.5,-129.6,0.0,top
TP3_19,186.5,-117.1,0.0,top
TP3_18,158.0,-117.1,0.0,top
TP3_17,129.5,-117.1,0.0,top
TP3_16,186.5,-104.6,0.0,top
TP3_15,158.0,-104.6,0.0,top
TP3_14,129.5,-104.6,0.0,top
TP3_13,186.5,-92.1,0.0,top
TP3_12,158.0,-92.1,0.0,top
TP3_11,129.5,-92.1,0.0,top
TP3_10,186.5,-79.6,0.0,top
TP3_9,158.0,-79.6,0.0,top
TP3_8,129.5,-79.6,0.0,top
TP3_7,186.5,-67.1,0.0,top
TP3_6,158.0,-67.1,0.0,top
TP3_5,129.5,-67.1,0.0,top
TP3_4,186.5,-54.6,0.0,top
TP3_3,158.0,-54.6,0.0,top
TP3_2,129.5,-54.6,0.0,top
TP3,186.5,-142.1,0.0,top
TP4_24,158.0,-139.1,0.0,top
TP4_23,129.5,-139.1,0.0,top
TP4_22,186.5,-126.6,0.0,top
TP4_21,158.0,-126.6,0.0,top
TP4_20,129.5,-126.6,0.0,top
TP4_19,186.5,-114.1,0.0,top
TP4_18,158.0,-114.1,0.0,top
TP4_17,129.5,-114.1,0.0,top
TP4_16,186.5,-101.6,0.0,top
TP4_15,158.0,-101.6,0.0,top
TP4_14,129.5,-101.6,0.0,top
TP4_13,186.5,-89.1,0.0,top
TP4_12,158.0,-89.1,0.0,top
TP4_11,129.5,-89.1,0.0,top
TP4_10,186.5,-76.6,0.0,top
TP4_9,158.0,-76.6,0.0,top
TP4_8,129.5,-76.6,0.0,top
TP4_7,186.5,-64.1,0.0,top
TP4_6,158.0,-64.1,0.0,top
TP4_5,129.5,-64.1,0.0,top
TP4_4,186.5,-51.6,0.0,top
TP4_3,158.0,-51.6,0.0,top
TP4_2,129.5,-51.6,0.0,top
TP4,186.5,-139.1,0.0,top
U1_24,153.0,-144.5,180.0,top
U1_23,124.5,-144.5,180.0,top
U1_22,181.5,-132.0,180.0,top
U1_21,153.0,-132.0,180.0,top
U1_20,124.5,-132.0,180.0,top
U1_19,181.5,-119.5,180.0,top
U1_18,153.0,-119.5,180.0,top
U1_17,124.5,-119.5,180.0,top
U1_16,181.5,-107.0,180.0,top
U1_15,153.0,-107.0,180.0,top
U1_14,124.5,-107.0,180.0,top
U1_13,181.5,-94.5,180.0,top
U1_12,153.0,-94.5,180.0,top
U1_11,124.5,-94.5,180.0,top
U1_10,181.5,-82.0,180.0,top
U1_9,153.0,-82.0,180.0,top
U1_8,124.5,-82.0,180.0,top
U1_7,181.5,-69.5,180.0,top
U1_6,153.0,-69.5,180.0,top
U1_5,124.5,-69.5,180.0,top
U1_4,181.5,-57.0,180.0,top
U1_3,153.0,-57.0,180.0,top
U1_2,124.5,-57.0,180.0,top
U1,181.5,-144.5,180.0,top
U2_24,148.5,-144.0,0.0,top
U2_23,120.0,-144.0,0.0,top
U2_22,177.0,-131.5,0.0,top
U2_21,148.5,-131.5,0.0,top
U2_20,120.0,-131.5,0.0,top
U2_19,177.0,-119.0,0.0,top
U2_18,148.5,-119.0,0.0,top
U2_17,120.0,-119.0,0.0,top
U2_16,177.0,-106.5,0.0,top
U2_15,148.5,-106.5,0.0,top
U2_14,120.0,-106.5,0.0,top
U2_13,177.0,-94.0,0.0,top
U2_12,148.5,-94.0,0.0,top
U2_11,120.0,-94.0,0.0,top
U2_10,177.0,-81.5,0.0,top
U2_9,148.5,-81.5,0.0,top
U2_8,120.0,-81.5,0.0,top
U2_7,177.0,-69.0,0.0,top
U2_6,148.5,-69.0,0.0,top
U2_5,120.0,-69.0,0.0,top
U2_4,177.0,-56.5,0.0,top
U2_3,148.5,-56.5,0.0,top
U2_2,120.0,-56.5,0.0,top
U2,177.0,-144.0,0.0,top
U3_24,144.6375,-143.5,180.0,top
U3_23,116.1375,-143.5,180.0,top
U3_22,173.1375,-131.0,180.0,top
U3_21,144.6375,-131.0,180.0,top
U3_20,116.1375,-131.0,180.0,top
U3_19,173.1375,-118.5,180.0,top
U3_18,144.6375,-118.5,180.0,top
U3_17,116.1375,-118.5,180.0,top
U3_16,173.1375,-106.0,180.0,top
U3_15,144.6375,-106.0,180.0,top
U3_14,116.1375,-106.0,180.0,top
U3_13,173.1375,-93.5,180.0,top
U3_12,144.6375,-93.5,180.0,top
U3_11,116.1375,-93.5,180.0,top
U3_10,173.1375,-81.0,180.0,top
U3_9,144.6375,-81.0,180.0,top
U3_8,116.1375,-81.0,180.0,top
U3_7,173.1375,-68.5,180.0,top
U3_6,144.6375,-68.5,180.0,top
U3_5,116.1375,-68.5,180.0,top
U3_4,173.1375,-56.0,180.0,top
U3_3,144.6375,-56.0,180.0,top
U3_2,116.1375,-56.0,180.0,top
U3,173.1375,-143.5,180.0,top
U4_24,144.6125,-139.95,0.0,top
U4_23,116.1125,-139.95,0.0,top
U4_22,173.1125,-127.45,0.0,top
U4_21,144.6125,-127.45,0.0,top
U4_20,116.1125,-127.45,0.0,top
U4_19,173.1125,-114.95,0.0,top
U4_18,144.6125,-114.95,0.0,top
U4_17,116.1125,-114.95,0.0,top
U4_16,173.1125,-102.45,0.0,top
U4_15,144.6125,-102.45,0.0,top
U4_14,116.1125,-102.45,0.0,top
U4_13,173.1125,-89.95,0.0,top
U4_12,144.6125,-89.95,0.0,top
U4_11,116.1125,-89.95,0.0,top
U4_10,173.1125,-77.45,0.0,top
U4_9,144.6125,-77.45,0.0,top
U4_8,116.1125,-77.45,0.0,top
U4_7,173.1125,-64.95,0.0,top
U4_6,144.6125,-64.95,0.0,top
U4_5,116.1125,-64.95,0.0,top
U4_4,173.1125,-52.45,0.0,top
U4_3,144.6125,-52.45,0.0,top
U4_2,116.1125,-52.45,0.0,top
U4,173.1125,-139.95,0.0,top
