Designator,Footprint,Quantity,Value,LCSC Part #
D1,0603,1,LED,
"J1, J2, J3, J4, J5, J6",JST_XH_S4B-XH-A_1x04_P2.50mm_Horizontal,6,Connector,
R1,0603,1,1kΩ,
