Designator,Mid X,Mid Y,Rotation,Layer
D1,35.75,-117.0,90.0,top
H1,41.0,-94.0,0.0,top
H2,41.0,-119.0,0.0,top
H3,112.0,-119.0,0.0,top
H4,112.0,-94.0,0.0,top
J1,43.445,-107.0,270.0,top
J2,54.0,-103.445,180.0,top
J3,69.0,-103.445,180.0,top
J4,84.0,-103.445,180.0,top
J5,99.0,-103.445,180.0,top
J6,109.555,-107.0,90.0,top
R1,46.5,-117.0,90.0,top
